order_id,order_date,region,product_category,product_name,sales_rep,quantity,unit_price,discount_pct,total_amount,customer_rating
ORD-10025,2022-01-08,Midwest,Electronics,Bluetooth Speaker,Stephanie Wilson,14,415.53,0,5817.42,1.5
ORD-10026,2025-02-22,Northeast,Books,Machine Learning Guide,Patricia Anderson,15,278.08,0.2,3336.96,1.3
ORD-10027,2024-05-30,Southeast,Home & Garden,Ceramic Planter,Mark Baker,12,293.34,0,3520.08,2.2
ORD-10028,2023-12-26,Southwest,Electronics,Smart Watch,Ryan White,7,342.62,0,2398.34,4.5
ORD-10029,2024-04-24,Northeast,Home & Garden,Kitchen Scale,Betty Clark,6,488.22,0,2929.32,3.9
ORD-10030,2024-02-23,Northeast,Beauty,Nail Polish Set,Ashley Taylor,8,137.07,0,1096.56,2.9
ORD-10031,2023-04-02,Northeast,Sports,Running Belt,Cynthia Green,12,156.07,0.05,1779.2,1.8
ORD-10032,2023-12-21,Southwest,Beauty,Eye Cream,Jessica Scott,3,483.61,0.1,1305.75,3.7
ORD-10033,2023-01-01,Southwest,Beauty,Face Moisturizer,Emily Carter,4,439.13,0.1,1580.87,1.2
ORD-10034,2024-02-28,Southwest,Toys,Card Game,Mark Smith,11,221.01,0,2431.11,2.0
ORD-10035,2024-01-16,West,Toys,Building Blocks,Brenda Williams,17,463.16,0.05,7480.03,4.8
ORD-10036,2024-11-04,Midwest,Beauty,Body Lotion,Cynthia Green,4,361.28,0.1,1300.61,2.6
ORD-10037,2025-09-23,West,Toys,Art Supply Kit,Cynthia Green,18,68.01,0.2,979.34,4.0
ORD-10038,2023-09-15,Midwest,Home & Garden,Wall Clock,Mark Smith,13,276.23,0,3590.99,2.7
ORD-10039,2024-11-12,West,Beauty,Makeup Brush Kit,Kevin Sanchez,15,223.87,0.05,3190.15,4.6
ORD-10040,2022-07-11,Southeast,Home & Garden,LED Desk Lamp,Cynthia Green,10,260.15,0.15,2211.28,2.2
ORD-10041,2025-06-05,Northeast,Sports,Water Bottle,Matthew Williams,1,27.88,0.25,20.91,2.7
ORD-10042,2025-09-05,Northeast,Sports,Cycling Gloves,Ryan White,16,202.83,0,3245.28,4.0
ORD-10043,2022-04-13,Southwest,Clothing,Silk Scarf,Charles Perez,8,92.06,0.25,552.36,4.7
ORD-10044,2024-06-25,Southwest,Clothing,Leather Belt,Gary Rodriguez,5,401.7,0.15,1707.22,3.9
ORD-10045,2024-07-10,Midwest,Toys,Remote Car,Stephanie Wilson,6,373.11,0.25,1678.99,2.0
ORD-10046,2023-08-09,Southeast,Books,Deep Learning Intro,Emily Carter,8,140.93,0,1127.44,2.3
ORD-10047,2025-12-17,Southeast,Clothing,Running Shoes,Brenda Williams,5,119.47,0,597.35,2.7
ORD-10048,2024-03-08,Southwest,Beauty,Makeup Brush Kit,Mark Roberts,14,35.82,0.2,401.18,1.1
ORD-10049,2024-03-09,West,Toys,Remote Car,Gary Hernandez,1,471.66,0.1,424.49,4.0
ORD-10050,2022-03-01,West,Sports,Running Belt,Richard Hill,8,140.1,0.25,840.6,3.7
ORD-10051,2024-03-17,Southwest,Toys,Puzzle Set,Melissa Nelson,15,460.17,0,6902.55,3.7
ORD-10052,2022-04-13,Midwest,Clothing,Silk Scarf,Jessica Scott,5,434.09,0,2170.45,2.3
ORD-10053,2023-07-24,West,Food & Beverage,Honey Jar,Emily Carter,11,381.81,0.2,3359.93,4.3
ORD-10054,2023-04-05,Northeast,Food & Beverage,Organic Coffee,Stephanie Wilson,18,30.78,0.15,470.93,4.8
ORD-10055,2025-06-26,Southeast,Electronics,Wireless Headphones,Charles Perez,8,103.68,0,829.44,1.5
ORD-10056,2022-12-10,Southwest,Clothing,Winter Jacket,Andrew Hill,15,351.24,0.15,4478.31,4.9
ORD-10057,2023-10-01,Southwest,Clothing,Running Shoes,Cynthia Green,10,58.51,0,585.1,4.6
ORD-10058,2022-07-28,Midwest,Toys,Stuffed Animal,Ashley Taylor,7,42.62,0.05,283.42,3.7
ORD-10059,2022-05-22,Southwest,Clothing,Cotton T-Shirt,Lisa Hernandez,12,268.71,0.15,2740.84,2.4
ORD-10060,2025-07-25,West,Toys,Remote Car,Mark Roberts,4,219.59,0.15,746.61,1.6
ORD-10061,2024-08-10,West,Home & Garden,Wall Clock,Gary Rodriguez,20,405.06,0.25,6075.9,3.9
ORD-10062,2023-07-26,West,Books,Business Analytics,Charles Perez,8,416.21,0,3329.68,4.0
ORD-10063,2023-01-08,West,Toys,Card Game,Mark Smith,1,249.68,0.15,212.23,2.4
ORD-10064,2025-02-12,Northeast,Books,Business Analytics,Sandra Moore,9,440.76,0.1,3570.16,4.8
ORD-10065,2025-11-15,West,Clothing,Winter Jacket,Lisa Hernandez,14,246.85,0.05,3283.11,3.8
ORD-10066,2025-11-17,Southeast,Food & Beverage,Organic Coffee,Amanda Harris,3,150.65,0.2,361.56,3.7
ORD-10067,2025-02-01,Midwest,Beauty,Makeup Brush Kit,Kimberly Wright,18,267.81,0.2,3856.46,3.8
ORD-10068,2023-10-09,Northeast,Books,SQL Mastery,Linda Lee,9,119.12,0.05,1018.48,3.1
ORD-10069,2025-04-22,Southwest,Home & Garden,Kitchen Scale,Andrew Hill,7,370.61,0.1,2334.84,2.1
ORD-10070,2023-09-12,Northeast,Clothing,Winter Jacket,Mark Roberts,10,117.6,0,1176.0,3.1
ORD-10071,2025-07-30,West,Books,Python Cookbook,Patricia Anderson,2,278.91,0,557.82,4.5
ORD-10072,2022-04-16,Midwest,Books,Deep Learning Intro,Ashley Taylor,16,223.03,0,3568.48,2.9
ORD-10073,2022-11-07,Southeast,Clothing,Silk Scarf,Kevin Sanchez,16,41.67,0,666.72,3.3
ORD-10074,2025-05-26,Southwest,Books,Data Science Handbook,Kevin Sanchez,8,63.63,0.2,407.23,3.5
ORD-10075,2023-09-18,Southwest,Toys,Remote Car,Andrew Hill,15,152.19,0.2,1826.28,1.2
ORD-10076,2022-11-18,Southeast,Clothing,Winter Jacket,Betty Clark,7,136.0,0,952.0,3.2
ORD-10077,2023-08-20,Northeast,Home & Garden,Ceramic Planter,Charles Perez,14,228.0,0.25,2394.0,2.2
ORD-10078,2025-07-04,Southwest,Books,Deep Learning Intro,Cynthia Green,3,345.26,0.1,932.2,4.2
ORD-10079,2023-06-29,Southeast,Sports,Cycling Gloves,Brenda Williams,4,274.56,0,1098.24,1.2
ORD-10080,2025-12-04,West,Books,SQL Mastery,Emily Carter,15,66.56,0.1,898.56,3.0
ORD-10081,2023-10-23,Southwest,Food & Beverage,Dark Chocolate,Emily Carter,3,301.03,0.2,722.47,1.1
ORD-10082,2024-08-21,Southwest,Sports,Yoga Mat,Lisa Hernandez,9,290.24,0,2612.16,2.8
ORD-10083,2022-07-06,West,Books,Machine Learning Guide,Kimberly Wright,19,220.76,0.25,3145.83,2.6
ORD-10084,2023-08-14,West,Beauty,Lip Balm Set,Gary Rodriguez,6,168.25,0.25,757.12,4.0
ORD-10085,2022-08-26,West,Electronics,Portable Charger,Ashley Taylor,3,160.69,0.15,409.76,3.1
ORD-10086,2025-06-29,West,Electronics,Portable Charger,Lisa Hernandez,14,31.83,0.15,378.78,2.8
ORD-10087,2024-06-16,West,Electronics,Laptop Stand,Patricia Anderson,9,276.86,0.1,2242.57,1.1
ORD-10088,2022-07-10,Southeast,Sports,Water Bottle,Gary Rodriguez,10,277.67,0.2,2221.36,4.7
ORD-10089,2024-11-08,Midwest,Food & Beverage,Green Tea Pack,Donna Torres,5,251.7,0.1,1132.65,4.3
ORD-10090,2023-01-26,Southwest,Food & Beverage,Trail Mix,Sandra Moore,15,277.88,0.2,3334.56,4.0
ORD-10091,2023-11-28,Southwest,Home & Garden,LED Desk Lamp,Emily Carter,9,387.47,0.2,2789.78,4.3
ORD-10092,2022-11-01,West,Books,SQL Mastery,Gary Hernandez,19,292.06,0.25,4161.86,2.9
ORD-10093,2025-11-29,Southeast,Beauty,Nail Polish Set,Melissa Nelson,15,466.76,0.05,6651.33,2.5
ORD-10094,2024-03-01,Southeast,Toys,Building Blocks,Sandra Garcia,11,373.63,0.2,3287.94,4.9
ORD-10095,2022-07-24,Southwest,Home & Garden,Scented Candle,Mark Young,4,437.72,0.25,1313.16,2.8
ORD-10096,2023-11-25,Southwest,Home & Garden,Door Mat,Mark Roberts,5,42.04,0.1,189.18,2.6
ORD-10097,2025-07-07,West,Clothing,Wool Sweater,Ashley Taylor,18,193.1,0.15,2954.43,3.2
ORD-10098,2024-06-07,Northeast,Clothing,Winter Jacket,Stephanie Wilson,10,498.73,0,4987.3,3.5
ORD-10099,2022-04-05,Midwest,Clothing,Leather Belt,Kevin Sanchez,6,348.53,0,2091.18,1.2
ORD-10100,2025-03-05,Southeast,Beauty,Body Lotion,Betty Clark,14,77.06,0.2,863.07,1.7
ORD-10101,2023-04-21,West,Toys,Action Figure,Lisa Hernandez,16,456.85,0,7309.6,2.0
ORD-10102,2022-06-01,West,Books,Python Cookbook,Kimberly Wright,15,451.1,0,6766.5,5.0
ORD-10103,2023-02-12,West,Books,AI Ethics,Ashley Taylor,9,231.13,0.1,1872.15,2.9
ORD-10104,2025-12-03,Midwest,Sports,Cycling Gloves,Joseph Thomas,19,182.68,0.1,3123.83,4.9
ORD-10105,2025-05-26,West,Toys,Art Supply Kit,Gary Rodriguez,1,285.13,0,285.13,4.6
ORD-10106,2025-07-27,Southeast,Books,Statistics Primer,Andrew Hill,20,401.96,0.05,7637.24,2.0
ORD-10107,2022-03-10,Southwest,Home & Garden,LED Desk Lamp,Kimberly Wright,2,157.92,0.25,236.88,3.9
ORD-10108,2023-02-16,Southeast,Clothing,Casual Sneakers,Kevin Sanchez,11,375.0,0,4125.0,3.2
ORD-10109,2023-08-28,Midwest,Beauty,Eye Cream,Kevin Sanchez,6,132.2,0.25,594.9,1.5
ORD-10110,2025-02-15,Midwest,Clothing,Running Shoes,Brenda Williams,8,430.77,0.2,2756.93,4.2
ORD-10111,2025-10-09,Midwest,Electronics,Webcam,Melissa Nelson,18,66.18,0.15,1012.55,2.5
ORD-10112,2025-06-03,Southeast,Beauty,Lip Balm Set,Lisa Hernandez,8,238.38,0.15,1620.98,1.3
ORD-10113,2022-03-18,Midwest,Food & Beverage,Olive Oil,Sandra Garcia,14,62.75,0,878.5,1.5
ORD-10114,2025-04-17,Southeast,Sports,Water Bottle,Ryan White,13,229.55,0.2,2387.32,2.7
ORD-10115,2022-03-09,Midwest,Clothing,Leather Belt,Mark Smith,20,207.02,0.1,3726.36,2.8
ORD-10116,2025-01-20,Midwest,Sports,Tennis Balls,Mark Baker,4,490.56,0.15,1667.9,2.6
ORD-10117,2025-08-07,Southwest,Sports,Resistance Bands,Joseph Thomas,15,50.38,0.05,717.91,1.2
ORD-10118,2022-05-21,Southwest,Beauty,Hair Serum,Mark Smith,5,394.55,0.05,1874.11,3.3
ORD-10119,2023-07-22,Southeast,Sports,Tennis Balls,Jonathan Scott,5,395.38,0,1976.9,3.2
ORD-10120,2023-05-03,Southwest,Home & Garden,LED Desk Lamp,Richard Hill,1,70.24,0.15,59.7,1.1
ORD-10121,2022-05-11,West,Books,Python Cookbook,Matthew Williams,5,372.15,0,1860.75,4.1
ORD-10122,2025-09-11,Southwest,Clothing,Leather Belt,Amanda Harris,17,114.67,0,1949.39,2.8
ORD-10123,2025-11-06,Northeast,Electronics,Wireless Headphones,Sandra Garcia,16,424.41,0.2,5432.45,3.8
ORD-10124,2022-05-15,Southeast,Food & Beverage,Green Tea Pack,Emily Carter,3,164.45,0,493.35,3.5
ORD-10125,2024-11-01,Southwest,Beauty,Nail Polish Set,Donna Torres,20,267.63,0.25,4014.45,1.4
ORD-10126,2024-04-27,Midwest,Clothing,Winter Jacket,Gary Rodriguez,14,228.52,0.05,3039.32,2.8
ORD-10127,2024-02-06,Southeast,Toys,Board Game,Cynthia Green,11,216.25,0.1,2140.88,4.7
ORD-10128,2024-02-03,Southeast,Clothing,Denim Jeans,Gary Hernandez,3,51.15,0,153.45,1.2
ORD-10129,2022-04-16,Midwest,Beauty,Lip Balm Set,Andrew Hill,14,180.03,0.2,2016.34,2.2
ORD-10130,2022-08-10,Midwest,Clothing,Winter Jacket,Ashley Taylor,5,330.08,0.05,1567.88,3.2
ORD-10131,2025-02-22,Southwest,Clothing,Casual Sneakers,Andrew Hill,19,116.95,0.2,1777.64,3.7
ORD-10132,2023-11-27,Midwest,Electronics,Webcam,Joseph Thomas,1,94.31,0.1,84.88,1.7
ORD-10133,2022-07-07,Southwest,Home & Garden,Door Mat,Mark Smith,3,75.23,0,225.69,2.5
ORD-10134,2025-03-08,Southwest,Food & Beverage,Honey Jar,Brenda Williams,6,188.18,0.15,959.72,4.5
ORD-10135,2023-07-12,West,Home & Garden,Throw Pillow,Cynthia Green,20,29.63,0,592.6,2.7
ORD-10136,2023-12-08,West,Food & Beverage,Granola,Patricia Anderson,9,111.71,0,1005.39,2.1
ORD-10137,2022-01-16,Southeast,Food & Beverage,Olive Oil,Amanda Harris,2,114.16,0,228.32,4.8
ORD-10138,2024-10-15,West,Home & Garden,Wall Clock,Betty Clark,10,167.42,0,1674.2,1.5
ORD-10139,2024-06-12,Northeast,Sports,Tennis Balls,Matthew Williams,3,201.55,0,604.65,4.7
ORD-10140,2023-08-16,Northeast,Beauty,Nail Polish Set,Jessica Scott,19,205.19,0.2,3118.89,1.1
ORD-10141,2022-06-30,West,Beauty,Sunscreen SPF50,Ashley Taylor,20,232.75,0.15,3956.75,1.4
ORD-10142,2023-11-27,Southeast,Toys,Stuffed Animal,Richard Hill,17,43.93,0.1,672.13,4.1
ORD-10143,2023-12-21,Southeast,Clothing,Denim Jeans,Charles Perez,17,257.43,0.15,3719.86,1.4
ORD-10144,2022-12-29,West,Books,Statistics Primer,Matthew Williams,6,303.19,0,1819.14,4.0
ORD-10145,2024-08-18,West,Food & Beverage,Honey Jar,Lisa Hernandez,11,79.72,0,876.92,2.2
ORD-10146,2024-08-03,West,Books,Python Cookbook,Mark Baker,12,256.13,0.1,2766.2,1.2
ORD-10147,2024-08-05,Southwest,Books,Data Science Handbook,Gary Hernandez,3,309.43,0.2,742.63,4.8
ORD-10148,2025-05-24,West,Electronics,Portable Charger,Sandra Moore,19,327.66,0.15,5291.71,1.6
ORD-10149,2022-06-22,Southwest,Electronics,Portable Charger,Lisa Hernandez,4,406.43,0.15,1381.86,1.7
ORD-10150,2024-01-16,Midwest,Sports,Running Belt,Mark Young,15,264.41,0,3966.15,2.1
ORD-10151,2022-05-15,Midwest,Toys,Card Game,Patricia Anderson,20,30.92,0.15,525.64,3.2
ORD-10152,2023-11-14,Northeast,Toys,Art Supply Kit,Melissa Nelson,9,363.25,0,3269.25,3.7
ORD-10153,2023-09-27,Southwest,Beauty,Eye Cream,Jessica Scott,13,68.83,0,894.79,3.6
ORD-10154,2024-11-07,Midwest,Beauty,Sunscreen SPF50,Joseph Thomas,17,51.26,0.2,697.14,2.5
ORD-10155,2023-01-29,Southeast,Home & Garden,Kitchen Scale,Jonathan Scott,11,474.1,0.25,3911.33,1.6
ORD-10156,2025-09-17,Midwest,Books,Data Science Handbook,Ryan White,17,386.58,0,6571.86,4.1
ORD-10157,2024-06-15,Northeast,Home & Garden,Door Mat,Donna Torres,5,85.31,0,426.55,2.5
ORD-10158,2023-04-25,Southwest,Sports,Running Belt,Charles Perez,20,146.04,0.25,2190.6,2.2
ORD-10159,2024-08-03,Midwest,Food & Beverage,Trail Mix,Stephanie Wilson,12,340.76,0.25,3066.84,2.5
ORD-10160,2023-05-28,Northeast,Toys,Puzzle Set,Lisa Hernandez,7,401.62,0,2811.34,2.9
ORD-10161,2022-06-21,Southeast,Beauty,Lip Balm Set,Emily Carter,17,426.33,0.1,6522.85,2.8
ORD-10162,2024-07-12,Midwest,Home & Garden,Door Mat,Mark Young,3,473.47,0.05,1349.39,1.1
ORD-10163,2022-06-17,Midwest,Electronics,Phone Case,Charles Perez,17,190.11,0.2,2585.5,1.1
ORD-10164,2024-08-25,Southeast,Clothing,Wool Sweater,Stephanie Wilson,5,73.11,0.1,329.0,3.8
ORD-10165,2022-11-03,Southwest,Food & Beverage,Organic Coffee,Linda Lee,3,14.41,0.05,41.07,3.4
ORD-10166,2022-04-08,Southeast,Toys,Board Game,Donna Torres,10,122.63,0,1226.3,3.6
ORD-10167,2025-05-07,Southwest,Food & Beverage,Green Tea Pack,Joseph Thomas,4,419.16,0.25,1257.48,3.5
ORD-10168,2023-05-08,Southwest,Sports,Water Bottle,Donna Torres,10,217.47,0.15,1848.49,1.7
ORD-10169,2024-03-10,West,Clothing,Wool Sweater,Mark Baker,3,476.93,0,1430.79,3.5
ORD-10170,2023-12-08,Southeast,Beauty,Eye Cream,Linda Lee,1,181.76,0,181.76,3.6
ORD-10171,2025-08-09,Southeast,Clothing,Wool Sweater,Gary Rodriguez,5,26.95,0.15,114.54,4.1
ORD-10172,2024-07-26,Northeast,Food & Beverage,Dark Chocolate,Amanda Harris,6,406.69,0,2440.14,1.8
ORD-10173,2025-01-17,West,Sports,Yoga Mat,Emily Carter,11,467.02,0.2,4109.78,1.1
ORD-10174,2025-09-04,Midwest,Sports,Foam Roller,Emily Carter,12,431.76,0,5181.12,1.5
ORD-10175,2023-11-26,Southeast,Beauty,Nail Polish Set,Sandra Garcia,13,372.94,0.2,3878.58,3.8
ORD-10176,2024-05-31,Southwest,Beauty,Eye Cream,Gary Rodriguez,3,364.91,0,1094.73,1.7
ORD-10177,2023-09-20,West,Books,Business Analytics,Andrew Hill,4,44.63,0.1,160.67,3.9
ORD-10178,2025-06-13,West,Home & Garden,Shelf Organizer,Emily Carter,12,226.33,0.15,2308.57,3.6
ORD-10179,2022-03-05,Southeast,Electronics,Bluetooth Speaker,Ashley Taylor,13,184.84,0,2402.92,3.4
ORD-10180,2024-01-12,West,Food & Beverage,Organic Coffee,Melissa Nelson,5,38.28,0.15,162.69,1.1
ORD-10181,2025-03-21,Southeast,Home & Garden,Shelf Organizer,Sandra Moore,12,189.15,0,2269.8,2.5
ORD-10182,2023-01-17,West,Beauty,Eye Cream,Sandra Moore,8,480.46,0,3843.68,2.5
ORD-10183,2025-06-07,Midwest,Clothing,Casual Sneakers,Mark Roberts,9,353.5,0.05,3022.42,4.7
ORD-10184,2024-07-14,Southeast,Food & Beverage,Trail Mix,Ryan White,4,72.19,0,288.76,3.9
ORD-10185,2023-09-07,Southeast,Clothing,Wool Sweater,Mark Roberts,12,356.22,0.1,3847.18,3.8
ORD-10186,2022-10-12,Southeast,Home & Garden,Scented Candle,Kevin Sanchez,17,116.0,0.05,1873.4,3.0
ORD-10187,2025-06-07,Northeast,Beauty,Body Lotion,Brenda Williams,15,402.81,0,6042.15,2.2
ORD-10188,2022-09-14,Midwest,Food & Beverage,Granola,Lisa Hernandez,14,412.55,0,5775.7,1.3
ORD-10189,2022-09-22,West,Food & Beverage,Honey Jar,Sandra Moore,5,439.59,0,2197.95,4.6
ORD-10190,2022-11-28,Midwest,Electronics,Bluetooth Speaker,Mark Young,17,80.74,0,1372.58,3.8
ORD-10191,2022-09-14,Midwest,Beauty,Eye Cream,Andrew Hill,3,129.05,0.1,348.44,3.1
ORD-10192,2025-02-28,Northeast,Home & Garden,Throw Pillow,Gary Rodriguez,6,331.07,0.15,1688.46,4.5
ORD-10193,2025-03-17,West,Clothing,Cotton T-Shirt,Andrew Hill,19,136.0,0.05,2454.8,3.6
ORD-10194,2023-09-02,West,Food & Beverage,Olive Oil,Brenda Williams,10,244.06,0.2,1952.48,3.8
ORD-10195,2023-11-28,Southwest,Home & Garden,Shelf Organizer,Jonathan Scott,14,244.7,0.05,3254.51,2.3
ORD-10196,2024-11-20,Southwest,Beauty,Body Lotion,Patricia Anderson,13,69.73,0.15,770.52,2.3
ORD-10197,2022-07-18,Northeast,Food & Beverage,Green Tea Pack,Amanda Harris,9,227.55,0,2047.95,4.8
ORD-10198,2023-01-24,Southeast,Toys,Action Figure,Sandra Garcia,6,407.67,0.15,2079.12,5.0
ORD-10199,2024-03-16,Southwest,Food & Beverage,Dark Chocolate,Matthew Williams,10,251.2,0,2512.0,4.9
ORD-10200,2025-05-08,West,Sports,Tennis Balls,Amanda Harris,2,30.02,0.25,45.03,3.1
ORD-10201,2024-04-05,Midwest,Clothing,Silk Scarf,Mark Baker,5,441.82,0.15,1877.73,2.6
ORD-10202,2024-10-29,West,Sports,Tennis Balls,Stephanie Wilson,18,147.86,0.2,2129.18,3.2
ORD-10203,2025-02-16,Midwest,Clothing,Running Shoes,Stephanie Wilson,4,199.98,0.15,679.93,1.6
ORD-10204,2024-08-28,Southwest,Toys,Building Blocks,Matthew Williams,2,24.26,0.15,41.24,1.6
ORD-10205,2025-06-16,Midwest,Home & Garden,Scented Candle,Melissa Nelson,20,162.67,0.2,2602.72,2.3
ORD-10206,2023-11-10,Northeast,Food & Beverage,Olive Oil,Donna Torres,16,408.8,0.15,5559.68,3.3
ORD-10207,2022-04-16,Southwest,Electronics,Portable Charger,Sandra Garcia,9,483.7,0.05,4135.64,1.7
ORD-10208,2023-01-26,Northeast,Toys,Puzzle Set,Matthew Williams,8,20.63,0,165.04,2.3
ORD-10209,2022-05-08,Southeast,Home & Garden,Door Mat,Sandra Moore,7,208.14,0.25,1092.74,1.8
ORD-10210,2024-07-30,Southwest,Beauty,Makeup Brush Kit,Richard Hill,17,191.53,0,3256.01,3.2
ORD-10211,2025-02-16,Midwest,Books,Deep Learning Intro,Charles Perez,7,478.88,0.1,3016.94,4.8
ORD-10212,2023-10-12,West,Books,SQL Mastery,Kimberly Wright,7,346.67,0.25,1820.02,3.2
ORD-10213,2024-03-19,Midwest,Books,SQL Mastery,Stephanie Wilson,4,288.87,0.2,924.38,4.2
ORD-10214,2023-12-11,West,Books,Python Cookbook,Lisa Hernandez,10,477.88,0,4778.8,2.0
ORD-10215,2025-02-25,Midwest,Food & Beverage,Trail Mix,Jonathan Scott,7,414.84,0.1,2613.49,1.4
ORD-10216,2025-07-30,Southeast,Sports,Jump Rope,Mark Baker,2,336.57,0.05,639.48,1.4
ORD-10217,2022-01-11,Southwest,Beauty,Makeup Brush Kit,Mark Young,4,342.19,0,1368.76,1.6
ORD-10218,2023-10-20,Midwest,Food & Beverage,Dark Chocolate,Lisa Hernandez,7,379.18,0.1,2388.83,1.2
ORD-10219,2022-12-25,West,Clothing,Winter Jacket,Ryan White,18,370.65,0,6671.7,4.4
ORD-10220,2022-03-18,Northeast,Electronics,Phone Case,Amanda Harris,16,97.22,0.1,1399.97,3.3
ORD-10221,2022-10-02,Southwest,Clothing,Wool Sweater,Matthew Williams,10,229.9,0.25,1724.25,2.1
ORD-10222,2023-01-17,Northeast,Clothing,Wool Sweater,Linda Lee,6,366.9,0.1,1981.26,2.3
ORD-10223,2024-05-25,Southwest,Books,Statistics Primer,Richard Hill,6,307.42,0.2,1475.62,1.3
ORD-10224,2022-01-14,Midwest,Clothing,Running Shoes,Jessica Scott,5,241.34,0.05,1146.37,1.9
ORD-10225,2023-06-20,Midwest,Books,Business Analytics,Mark Roberts,10,293.32,0,2933.2,1.9
ORD-10226,2025-11-14,Northeast,Clothing,Leather Belt,Lisa Hernandez,10,84.06,0.1,756.54,4.7
ORD-10227,2024-09-06,Southeast,Books,Business Analytics,Matthew Williams,20,114.32,0,2286.4,4.0
ORD-10228,2023-05-22,Southwest,Beauty,Nail Polish Set,Ashley Taylor,18,456.83,0.05,7811.79,4.1
ORD-10229,2022-05-07,Southwest,Food & Beverage,Honey Jar,Ryan White,3,459.04,0,1377.12,3.0
ORD-10230,2022-08-27,Southeast,Home & Garden,Throw Pillow,Mark Roberts,11,427.97,0.25,3530.75,3.3
ORD-10231,2024-07-24,Southwest,Clothing,Leather Belt,Mark Baker,2,229.45,0.2,367.12,3.2
ORD-10232,2023-03-23,Southwest,Books,Python Cookbook,Brenda Williams,13,130.96,0,1702.48,1.2
ORD-10233,2024-08-24,Northeast,Beauty,Lip Balm Set,Amanda Harris,18,497.09,0,8947.62,2.6
ORD-10234,2024-07-07,West,Home & Garden,Door Mat,Jessica Scott,12,496.46,0.2,4766.02,1.3
ORD-10235,2024-12-19,Southeast,Home & Garden,Scented Candle,Linda Lee,4,93.34,0.2,298.69,4.9
ORD-10236,2024-12-25,West,Electronics,Wireless Headphones,Gary Rodriguez,10,234.19,0.2,1873.52,1.9
ORD-10237,2022-03-07,West,Food & Beverage,Honey Jar,Andrew Hill,5,141.45,0,707.25,4.1
ORD-10238,2024-07-03,Southwest,Electronics,Laptop Stand,Cynthia Green,7,38.31,0,268.17,3.8
ORD-10239,2025-01-10,Southeast,Electronics,Laptop Stand,Stephanie Wilson,2,204.12,0.05,387.83,4.5
ORD-10240,2025-03-25,Midwest,Electronics,USB-C Hub,Melissa Nelson,17,496.77,0.05,8022.84,3.4
